Symbol,Name,Country,IPO Year,Volume,Sector,Industry
cri,Carter's Inc.,United States,2003,510406,Consumer Non-Durables,Apparel
crk,Comstock Resources Inc.,United States,NA,974245,Energy,Oil & Gas Production
crl,Charles River Laboratories International Inc.,United States,2000,451464,Health Care,Biotechnology: Commercial Physical & Biological Resarch
crm,Salesforce.com Inc,United States,2004,4401542,Technology,Computer Software: Prepackaged Software
crs,Carpenter Technology Corporation,United States,NA,180707,Basic Industries,Steel/Iron Ore
crt,Cross Timbers Royalty Trust,United States,1992,26630,Energy,Oil & Gas Production
cru,Crucible Acquisition Corporation Class A,NA,2021,33907,Finance,Business Services
cry,CryoLife Inc.,United States,NA,92286,Health Care,Medical/Dental Instruments
csl,Carlisle Companies Incorporated,United States,NA,446181,Basic Industries,Specialty Chemicals
cslt,Castlight Health Inc. Class B,NA,2014,949535,Technology,EDP Services
cspr,Casper Sleep Inc.,NA,2020,285159,Consumer Durables,Home Furnishings
csu,Capital Senior Living Corporation,United States,1997,10030,Health Care,Hospital/Nursing Management
csv,Carriage Services Inc.,United States,NA,83250,Consumer Services,Other Consumer Services
ctb,Cooper Tire & Rubber Company,United States,NA,406679,Consumer Durables,Automotive Aftermarket
ctlt,Catalent Inc.,United States,2014,708594,Health Care,Major Pharmaceuticals
cto,CTO Realty Growth Inc.,United States,NA,64606,Consumer Services,Real Estate Investment Trusts
ctos,Custom Truck One Source Inc.,Cayman Islands,2017,247636,Technology,Diversified Commercial Services
cts,CTS Corporation,United States,NA,95925,Technology,Electrical Products
ctt,CatchMark Timber Trust Inc. Class A,United States,2013,146157,Consumer Services,Real Estate Investment Trusts
ctva,Corteva Inc.,NA,2019,2208871,Consumer Non-Durables,Farming/Seeds/Milling
cub,Cubic Corporation,United States,NA,212489,Capital Goods,Industrial Machinery/Components
cubi,Customers Bancorp Inc,United States,NA,209370,Finance,Major Banks
culp,Culp Inc.,United States,NA,17155,Basic Industries,Textiles
curo,CURO Group Holdings Corp.,NA,2017,201553,Finance,Finance: Consumer Services
cuz,Cousins Properties Incorporated,United States,NA,748454,Consumer Services,Real Estate Investment Trusts
cva,Covanta Holding Corporation,United States,NA,428389,Basic Industries,Electric Utilities: Central
cve,Cenovus Energy Inc,Canada,NA,5110807,Energy,Oil & Gas Production
cvi,CVR Energy Inc.,United States,2007,405757,Energy,Integrated oil Companies
cvii,Churchill Capital Corp VII Class A,NA,2021,92907,Finance,Business Services
cvna,Carvana Co. Class A,United States,2017,771139,Consumer Durables,Automotive Aftermarket
cvs,CVS Health Corporation,United States,NA,5135220,Health Care,Medical/Nursing Services
cvx,Chevron Corporation,United States,NA,7697719,Energy,Integrated oil Companies
cw,Curtiss-Wright Corporation,United States,NA,154995,Technology,Industrial Machinery/Components
cwen,Clearway Energy Inc. Class C,United States,2015,709008,Public Utilities,Electric Utilities: Central
cwt,California Water Service Group,United States,NA,205754,Public Utilities,Water Supply
cxp,Columbia Property Trust Inc.,United States,2013,525328,Consumer Services,Real Estate Investment Trusts
cxw,CoreCivic Inc.,United States,NA,12731381,Consumer Services,Real Estate Investment Trusts
cyd,China Yuchai International Limited,Singapore,1994,42718,Energy,Industrial Machinery/Components
cyh,Community Health Systems Inc.,United States,2000,2725612,Health Care,Hospital/Nursing Management
dac,Danaos Corporation,Greece,2006,263539,Transportation,Marine Transportation
dal,Delta Air Lines Inc.,United States,NA,12227159,Transportation,Air Freight/Delivery Services
dan,Dana Incorporated,United States,NA,1310980,Capital Goods,Auto Parts:O.E.M.
dar,Darling Ingredients Inc.,United States,NA,844771,Consumer Non-Durables,Packaged Foods
dash,DoorDash Inc. Class A,NA,2020,1866098,Miscellaneous,Business Services
db,Deutsche Bank AG,Germany,NA,2993550,Finance,Major Banks
dbd,Diebold Nixdorf Incorporated,United States,NA,555157,Miscellaneous,Office Equipment/Supplies/Services
dbi,Designer Brands Inc. Class A,United States,NA,796179,Consumer Services,Clothing/Shoe/Accessory Stores
dci,Donaldson Company Inc.,United States,NA,307997,Capital Goods,Pollution Control Equipment
dco,Ducommun Incorporated,United States,NA,54487,Capital Goods,Military/Government/Technical
ddd,3D Systems Corporation,United States,NA,2737944,Technology,Computer Software: Prepackaged Software
dds,Dillard's Inc.,United States,NA,182708,Consumer Services,Department/Specialty Retail Stores
de,Deere & Company,United States,NA,1299299,Capital Goods,Industrial Machinery/Components
dea,Easterly Government Properties Inc.,United States,2015,736116,Consumer Services,Real Estate Investment Trusts
deck,Deckers Outdoor Corporation,United States,1993,187155,Consumer Non-Durables,Shoe Manufacturing
dei,Douglas Emmett Inc.,United States,2006,820179,Consumer Services,Real Estate Investment Trusts
dell,Dell Technologies Inc. Class C,NA,2018,2845372,Technology,Computer Manufacturing
den,Denbury Inc.,NA,2020,1255271,Energy,Oil & Gas Production
deo,Diageo plc,United Kingdom,NA,318811,Consumer Non-Durables,Beverages (Production/Distribution)
dfin,Donnelley Financial Solutions Inc.,NA,2016,139084,Consumer Services,Other Consumer Services
dfns,LGL Systems Acquisition Corp.,United States,2020,62496,Finance,Business Services
dfs,Discover Financial Services,United States,NA,1294739,Finance,Finance: Consumer Services
dg,Dollar General Corporation,United States,2009,1714131,Consumer Services,Department/Specialty Retail Stores
dgx,Quest Diagnostics Incorporated,United States,NA,700929,Health Care,Medical Specialities
dhi,D.R. Horton Inc.,United States,NA,2282142,Capital Goods,Homebuilding
dhr,Danaher Corporation,United States,NA,1614262,Capital Goods,Industrial Machinery/Components
dhx,DHI Group Inc.,United States,2007,193999,Miscellaneous,Business Services
din,Dine Brands Global Inc.,United States,NA,340246,Consumer Services,Restaurants
dis,Walt Disney Company (The),United States,NA,6231788,Consumer Services,Services-Misc. Amusement & Recreation
dk,Delek US Holdings Inc.,United States,2017,455358,Energy,Integrated oil Companies
dks,Dick's Sporting Goods Inc,United States,2002,1677696,Consumer Services,Other Specialty Stores
dlb,Dolby Laboratories,United States,2005,428127,Miscellaneous,Multi-Sector Companies
dlr,Digital Realty Trust Inc.,United States,2004,1726743,Consumer Services,Real Estate Investment Trusts
dlx,Deluxe Corporation,United States,NA,152943,Consumer Durables,Publishing
dm,Desktop Metal Inc. Class A,NA,2019,2866378,Technology,Industrial Machinery/Components
dmyd,dMY Technology Group Inc. II Class A,United States,2020,921532,Finance,Business Services
dmyi,dMY Technology Group Inc. III Class A,United States,2021,434758,Finance,Business Services
dnb,Dun & Bradstreet Holdings Inc.,United States,2020,2121746,Finance,Finance: Consumer Services
dnmr,Danimer Scientific Inc.,NA,2020,1483703,Basic Industries,Major Chemicals
dnow,NOW Inc.,NA,2014,392183,Energy,Metal Fabrications
dnz,D and Z Media Acquisition Corp. Class A,NA,2021,2440,Finance,Business Services
docn,DigitalOcean Holdings Inc.,NA,2021,499147,Technology,Computer Software: Programming Data Processing
dov,Dover Corporation,United States,NA,435067,Technology,Industrial Machinery/Components
dow,Dow Inc.,NA,2019,2373959,Basic Industries,Major Chemicals
dpz,Domino's Pizza Inc,United States,2004,282816,Consumer Non-Durables,Food Distributors
dre,Duke Realty Corporation,United States,NA,1221603,Consumer Services,Real Estate Investment Trusts
drh,Diamondrock Hospitality Company,United States,2005,1525502,Consumer Services,Real Estate Investment Trusts
dri,Darden Restaurants Inc.,United States,NA,2209781,Consumer Services,Restaurants
drq,Dril-Quip Inc.,United States,1997,135924,Energy,Metal Fabrications
dssi,Diamond S Shipping Inc.,NA,2019,503209,Consumer Services,Transportation Services
dt,Dynatrace Inc.,United States,2019,1462052,Technology,Computer Software: Prepackaged Software
dte,DTE Energy Company,United States,NA,789974,Public Utilities,Electric Utilities: Central
duk,Duke Energy Corporation (Holding Company),United States,NA,2549237,Public Utilities,Power Generation
dva,DaVita Inc.,United States,NA,547850,Health Care,Misc Health and Biotechnology Services
dvd,Dover Motorsports Inc.,United States,1996,50415,Consumer Services,Services-Misc. Amusement & Recreation
dvn,Devon Energy Corporation,United States,NA,7820643,Energy,Oil & Gas Production
dwin,Delwinds Insurance Acquisition Corp. Class A,NA,2021,85272,Finance,Business Services
dx,Dynex Capital Inc.,United States,NA,240783,Consumer Services,Real Estate Investment Trusts
dxc,DXC Technology Company,NA,NA,2455722,Technology,EDP Services
dy,Dycom Industries Inc.,United States,NA,323403,Basic Industries,Water Supply
eaf,GrafTech International Ltd.,United States,2018,2037671,Energy,Industrial Machinery/Components
eat,Brinker International Inc.,United States,NA,867188,Consumer Services,Restaurants
eb,Eventbrite Inc. Class A,United States,2018,1074214,Technology,Computer Software: Programming Data Processing
ebf,Ennis Inc.,United States,NA,63598,Consumer Services,Office Equipment/Supplies/Services
ebs,Emergent Biosolutions Inc.,United States,2006,1309086,Health Care,Major Pharmaceuticals
ecl,Ecolab Inc.,United States,NA,696665,Basic Industries,Package Goods/Cosmetics
ecom,ChannelAdvisor Corporation,United States,2013,233667,Technology,Computer Software: Prepackaged Software
ed,Consolidated Edison Inc.,United States,NA,1487812,Public Utilities,Power Generation
eex,Emerald Holding Inc.,United States,2017,210874,Miscellaneous,Business Services
efc,Ellington Financial Inc.,United States,2010,299385,Finance,Real Estate
efx,Equifax Inc.,United States,NA,612936,Finance,Finance: Consumer Services
eght,8x8 Inc,United States,NA,744487,Technology,EDP Services
egp,EastGroup Properties Inc.,United States,NA,157486,Consumer Services,Real Estate Investment Trusts
egy,VAALCO Energy Inc.,United States,NA,131952,Energy,Oil & Gas Production
ehc,Encompass Health Corporation,United States,NA,465280,Health Care,Hospital/Nursing Management
eig,Employers Holdings Inc,United States,2007,178369,Finance,Property-Casualty Insurers
eix,Edison International,United States,NA,1340495,Public Utilities,Electric Utilities: Central
el,Estee Lauder Companies Inc. (The),United States,1995,905560,Consumer Non-Durables,Package Goods/Cosmetics
elan,Elanco Animal Health Incorporated,United States,2018,3075429,Health Care,Major Pharmaceuticals
elf,e.l.f. Beauty Inc.,United States,2016,410387,Consumer Non-Durables,Package Goods/Cosmetics
elp,Companhia Paranaense de Energia (COPEL),Brazil,NA,12871917,Public Utilities,Electric Utilities: Central
els,Equity Lifestyle Properties Inc.,United States,NA,626377,Consumer Services,Real Estate Investment Trusts
elvt,Elevate Credit Inc.,United States,2017,336862,Finance,Finance: Consumer Services
ely,Callaway Golf Company,United States,1992,953758,Consumer Non-Durables,Recreational Products/Toys
eme,EMCOR Group Inc.,United States,NA,230747,Capital Goods,Engineering & Construction
emn,Eastman Chemical Company,United States,NA,682158,Basic Industries,Major Chemicals
emr,Emerson Electric Company,United States,NA,2847356,Energy,Consumer Electronics/Appliances
enb,Enbridge Inc,Canada,NA,2204187,Energy,Natural Gas Distribution
enic,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of),NA,2016,210025,Public Utilities,Electric Utilities: Central
enpc,Executive Network Partnering Corporation Class A,NA,2020,10918,Finance,Business Services
enr,Energizer Holdings Inc.,United States,2015,226613,Miscellaneous,Industrial Machinery/Components
ens,EnerSys,United States,2004,136980,Miscellaneous,Industrial Machinery/Components
env,Envestnet Inc,United States,2010,237483,Miscellaneous,Business Services
enva,Enova International Inc.,United States,2014,203947,Finance,Finance: Consumer Services
enz,Enzo Biochem Inc. ($0.01 Par Value),United States,NA,311813,Health Care,Medical Specialities
eog,EOG Resources Inc.,United States,NA,3552336,Energy,Oil & Gas Production
epac,Enerpac Tool Group Corp.,United States,NA,242497,Technology,Industrial Machinery/Components
epam,EPAM Systems Inc.,United States,2012,139235,Technology,EDP Services
epc,Edgewell Personal Care Company,NA,NA,333063,Consumer Non-Durables,Package Goods/Cosmetics
epd,Enterprise Products Partners L.P.,United States,NA,5413869,Public Utilities,Natural Gas Distribution
epr,EPR Properties,United States,1997,839312,Consumer Services,Real Estate Investment Trusts
eprt,Essential Properties Realty Trust Inc.,United States,2018,656836,Consumer Services,Real Estate Investment Trusts
epwr,Empowerment & Inclusion Capital I Corp. Class A,NA,2021,60678,Finance,Business Services
eqd,Equity Distribution Acquisition Corp. Class A,United States,2020,121558,Finance,Business Services
eqh,Equitable Holdings Inc.,United States,2018,1500866,Finance,Specialty Insurers
eqha,EQ Health Acquisition Corp. Class A,NA,2021,1798,Finance,Business Services
eqt,EQT Corporation,United States,NA,3953921,Energy,Oil & Gas Production
erf,Enerplus Corporation,Canada,NA,1380931,Energy,Oil & Gas Production
erj,Embraer S.A.,Brazil,2000,4273609,Capital Goods,Aerospace
es,Eversource Energy (D/B/A),United States,NA,912530,Public Utilities,Electric Utilities: Central
ese,ESCO Technologies Inc.,United States,NA,71443,Capital Goods,Telecommunications Equipment
esi,Element Solutions Inc.,United States,2014,1794278,Basic Industries,Major Chemicals
esrt,Empire State Realty Trust Inc. Class A,United States,2013,1276832,Consumer Services,Real Estate Investment Trusts
ess,Essex Property Trust Inc.,United States,1994,403219,Consumer Services,Real Estate Investment Trusts
este,Earthstone Energy Inc. Class A,United States,NA,418670,Energy,Oil & Gas Production
eth,Ethan Allen Interiors Inc.,United States,1993,376302,Consumer Durables,Home Furnishings
etm,Entercom Communications Corp.,United States,1999,845982,Consumer Services,Broadcasting
etr,Entergy Corporation,United States,NA,1690908,Public Utilities,Electric Utilities: Central
etrn,Equitrans Midstream Corporation,NA,2018,3564336,Public Utilities,Natural Gas Distribution
etwo,E2open Parent Holdings Inc.Class A,NA,2020,1079293,Technology,EDP Services
evc,Entravision Communications Corporation,United States,2000,305659,Consumer Services,Broadcasting
evh,Evolent Health Inc Class A,United States,2015,315950,Consumer Services,Other Consumer Services
evr,Evercore Inc. Class A,United States,2006,358095,Finance,Investment Managers
evrg,Evergy Inc.,NA,2018,2033065,Public Utilities,Power Generation
evri,Everi Holdings Inc.,United States,NA,928420,Consumer Services,Services-Misc. Amusement & Recreation
evtc,Evertec Inc.,Puerto Rico,2013,321209,Technology,EDP Services
ew,Edwards Lifesciences Corporation,United States,NA,2549097,Health Care,Industrial Specialties
exp,Eagle Materials Inc,United States,NA,252176,Capital Goods,Building Materials
expr,Express Inc.,United States,2010,5150109,Consumer Services,Clothing/Shoe/Accessory Stores
