Symbol,Name,Country,IPO Year,Volume,Sector,Industry
CPS,Cooper-Standard Holdings Inc.,United States,NA,113197,Capital Goods,Auto Parts:O.E.M.
CPSR,Capstar Special Purpose Acquisition Corp. Class A,NA,2020,3106,Finance,Business Services
CPT,Camden Property Trust,United States,1993,647655,Consumer Services,Real Estate Investment Trusts
CPUH,Compute Health Acquisition Corp. Class A,NA,2021,109095,Finance,Business Services
CR,Crane Co.,United States,NA,183012,Capital Goods,Metal Fabrications
CRC,California Resources Corporation,NA,2020,272381,Energy,Oil & Gas Production
CRI,Carter's Inc.,United States,2003,510406,Consumer Non-Durables,Apparel
CRK,Comstock Resources Inc.,United States,NA,974245,Energy,Oil & Gas Production
CRL,Charles River Laboratories International Inc.,United States,2000,451464,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CRM,Salesforce.com Inc,United States,2004,4401542,Technology,Computer Software: Prepackaged Software
CRS,Carpenter Technology Corporation,United States,NA,180707,Basic Industries,Steel/Iron Ore
CRT,Cross Timbers Royalty Trust,United States,1992,26630,Energy,Oil & Gas Production
CRU,Crucible Acquisition Corporation Class A,NA,2021,33907,Finance,Business Services
CRY,CryoLife Inc.,United States,NA,92286,Health Care,Medical/Dental Instruments
CSL,Carlisle Companies Incorporated,United States,NA,446181,Basic Industries,Specialty Chemicals
CSLT,Castlight Health Inc. Class B,NA,2014,949535,Technology,EDP Services
CSPR,Casper Sleep Inc.,NA,2020,285159,Consumer Durables,Home Furnishings
CSU,Capital Senior Living Corporation,United States,1997,10030,Health Care,Hospital/Nursing Management
CSV,Carriage Services Inc.,United States,NA,83250,Consumer Services,Other Consumer Services
CTB,Cooper Tire & Rubber Company,United States,NA,406679,Consumer Durables,Automotive Aftermarket
CTLT,Catalent Inc.,United States,2014,708594,Health Care,Major Pharmaceuticals
CTO,CTO Realty Growth Inc.,United States,NA,64606,Consumer Services,Real Estate Investment Trusts
CTOS,Custom Truck One Source Inc.,Cayman Islands,2017,247636,Technology,Diversified Commercial Services
CTS,CTS Corporation,United States,NA,95925,Technology,Electrical Products
CTT,CatchMark Timber Trust Inc. Class A,United States,2013,146157,Consumer Services,Real Estate Investment Trusts
CTVA,Corteva Inc.,NA,2019,2208871,Consumer Non-Durables,Farming/Seeds/Milling
CUB,Cubic Corporation,United States,NA,212489,Capital Goods,Industrial Machinery/Components
CUBI,Customers Bancorp Inc,United States,NA,209370,Finance,Major Banks
CULP,Culp Inc.,United States,NA,17155,Basic Industries,Textiles
CURO,CURO Group Holdings Corp.,NA,2017,201553,Finance,Finance: Consumer Services
CUZ,Cousins Properties Incorporated,United States,NA,748454,Consumer Services,Real Estate Investment Trusts
CVA,Covanta Holding Corporation,United States,NA,428389,Basic Industries,Electric Utilities: Central
CVE,Cenovus Energy Inc,Canada,NA,5110807,Energy,Oil & Gas Production
CVI,CVR Energy Inc.,United States,2007,405757,Energy,Integrated oil Companies
CVII,Churchill Capital Corp VII Class A,NA,2021,92907,Finance,Business Services
CVNA,Carvana Co. Class A,United States,2017,771139,Consumer Durables,Automotive Aftermarket
CVS,CVS Health Corporation,United States,NA,5135220,Health Care,Medical/Nursing Services
CVX,Chevron Corporation,United States,NA,7697719,Energy,Integrated oil Companies
CW,Curtiss-Wright Corporation,United States,NA,154995,Technology,Industrial Machinery/Components
CWEN,Clearway Energy Inc. Class C,United States,2015,709008,Public Utilities,Electric Utilities: Central
CWT,California Water Service Group,United States,NA,205754,Public Utilities,Water Supply
CXP,Columbia Property Trust Inc.,United States,2013,525328,Consumer Services,Real Estate Investment Trusts
CXW,CoreCivic Inc.,United States,NA,12731381,Consumer Services,Real Estate Investment Trusts
CYD,China Yuchai International Limited,Singapore,1994,42718,Energy,Industrial Machinery/Components
CYH,Community Health Systems Inc.,United States,2000,2725612,Health Care,Hospital/Nursing Management
DAC,Danaos Corporation,Greece,2006,263539,Transportation,Marine Transportation
DAL,Delta Air Lines Inc.,United States,NA,12227159,Transportation,Air Freight/Delivery Services
DAN,Dana Incorporated,United States,NA,1310980,Capital Goods,Auto Parts:O.E.M.
DAR,Darling Ingredients Inc.,United States,NA,844771,Consumer Non-Durables,Packaged Foods
DASH,DoorDash Inc. Class A,NA,2020,1866098,Miscellaneous,Business Services
DB,Deutsche Bank AG,Germany,NA,2993550,Finance,Major Banks
DBD,Diebold Nixdorf Incorporated,United States,NA,555157,Miscellaneous,Office Equipment/Supplies/Services
DBI,Designer Brands Inc. Class A,United States,NA,796179,Consumer Services,Clothing/Shoe/Accessory Stores
DCI,Donaldson Company Inc.,United States,NA,307997,Capital Goods,Pollution Control Equipment
DCO,Ducommun Incorporated,United States,NA,54487,Capital Goods,Military/Government/Technical
DDD,3D Systems Corporation,United States,NA,2737944,Technology,Computer Software: Prepackaged Software
DDS,Dillard's Inc.,United States,NA,182708,Consumer Services,Department/Specialty Retail Stores
DE,Deere & Company,United States,NA,1299299,Capital Goods,Industrial Machinery/Components
DEA,Easterly Government Properties Inc.,United States,2015,736116,Consumer Services,Real Estate Investment Trusts
DECK,Deckers Outdoor Corporation,United States,1993,187155,Consumer Non-Durables,Shoe Manufacturing
DEI,Douglas Emmett Inc.,United States,2006,820179,Consumer Services,Real Estate Investment Trusts
DELL,Dell Technologies Inc. Class C,NA,2018,2845372,Technology,Computer Manufacturing
DEN,Denbury Inc.,NA,2020,1255271,Energy,Oil & Gas Production
DEO,Diageo plc,United Kingdom,NA,318811,Consumer Non-Durables,Beverages (Production/Distribution)
DFIN,Donnelley Financial Solutions Inc.,NA,2016,139084,Consumer Services,Other Consumer Services
DFNS,LGL Systems Acquisition Corp.,United States,2020,62496,Finance,Business Services
DFS,Discover Financial Services,United States,NA,1294739,Finance,Finance: Consumer Services
DG,Dollar General Corporation,United States,2009,1714131,Consumer Services,Department/Specialty Retail Stores
DGX,Quest Diagnostics Incorporated,United States,NA,700929,Health Care,Medical Specialities
DHI,D.R. Horton Inc.,United States,NA,2282142,Capital Goods,Homebuilding
DHR,Danaher Corporation,United States,NA,1614262,Capital Goods,Industrial Machinery/Components
DHX,DHI Group Inc.,United States,2007,193999,Miscellaneous,Business Services
DIN,Dine Brands Global Inc.,United States,NA,340246,Consumer Services,Restaurants
DIS,Walt Disney Company (The),United States,NA,6231788,Consumer Services,Services-Misc. Amusement & Recreation
DK,Delek US Holdings Inc.,United States,2017,455358,Energy,Integrated oil Companies
DKS,Dick's Sporting Goods Inc,United States,2002,1677696,Consumer Services,Other Specialty Stores
DLB,Dolby Laboratories,United States,2005,428127,Miscellaneous,Multi-Sector Companies
DLR,Digital Realty Trust Inc.,United States,2004,1726743,Consumer Services,Real Estate Investment Trusts
DLX,Deluxe Corporation,United States,NA,152943,Consumer Durables,Publishing
DM,Desktop Metal Inc. Class A,NA,2019,2866378,Technology,Industrial Machinery/Components
DMYD,dMY Technology Group Inc. II Class A,United States,2020,921532,Finance,Business Services
DMYI,dMY Technology Group Inc. III Class A,United States,2021,434758,Finance,Business Services
DNB,Dun & Bradstreet Holdings Inc.,United States,2020,2121746,Finance,Finance: Consumer Services
DNMR,Danimer Scientific Inc.,NA,2020,1483703,Basic Industries,Major Chemicals
DNOW,NOW Inc.,NA,2014,392183,Energy,Metal Fabrications
DNZ,D and Z Media Acquisition Corp. Class A,NA,2021,2440,Finance,Business Services
DOCN,DigitalOcean Holdings Inc.,NA,2021,499147,Technology,Computer Software: Programming Data Processing
DOV,Dover Corporation,United States,NA,435067,Technology,Industrial Machinery/Components
DOW,Dow Inc.,NA,2019,2373959,Basic Industries,Major Chemicals
DPZ,Domino's Pizza Inc,United States,2004,282816,Consumer Non-Durables,Food Distributors
DRE,Duke Realty Corporation,United States,NA,1221603,Consumer Services,Real Estate Investment Trusts
DRH,Diamondrock Hospitality Company,United States,2005,1525502,Consumer Services,Real Estate Investment Trusts
DRI,Darden Restaurants Inc.,United States,NA,2209781,Consumer Services,Restaurants
DRQ,Dril-Quip Inc.,United States,1997,135924,Energy,Metal Fabrications
DSSI,Diamond S Shipping Inc.,NA,2019,503209,Consumer Services,Transportation Services
DT,Dynatrace Inc.,United States,2019,1462052,Technology,Computer Software: Prepackaged Software
DTE,DTE Energy Company,United States,NA,789974,Public Utilities,Electric Utilities: Central
DUK,Duke Energy Corporation (Holding Company),United States,NA,2549237,Public Utilities,Power Generation
DVA,DaVita Inc.,United States,NA,547850,Health Care,Misc Health and Biotechnology Services
DVD,Dover Motorsports Inc.,United States,1996,50415,Consumer Services,Services-Misc. Amusement & Recreation
DVN,Devon Energy Corporation,United States,NA,7820643,Energy,Oil & Gas Production
DWIN,Delwinds Insurance Acquisition Corp. Class A,NA,2021,85272,Finance,Business Services
DX,Dynex Capital Inc.,United States,NA,240783,Consumer Services,Real Estate Investment Trusts
DXC,DXC Technology Company,NA,NA,2455722,Technology,EDP Services
DY,Dycom Industries Inc.,United States,NA,323403,Basic Industries,Water Supply
EAF,GrafTech International Ltd.,United States,2018,2037671,Energy,Industrial Machinery/Components
EAT,Brinker International Inc.,United States,NA,867188,Consumer Services,Restaurants
EB,Eventbrite Inc. Class A,United States,2018,1074214,Technology,Computer Software: Programming Data Processing
EBF,Ennis Inc.,United States,NA,63598,Consumer Services,Office Equipment/Supplies/Services
EBS,Emergent Biosolutions Inc.,United States,2006,1309086,Health Care,Major Pharmaceuticals
ECL,Ecolab Inc.,United States,NA,696665,Basic Industries,Package Goods/Cosmetics
ECOM,ChannelAdvisor Corporation,United States,2013,233667,Technology,Computer Software: Prepackaged Software
ED,Consolidated Edison Inc.,United States,NA,1487812,Public Utilities,Power Generation
EEX,Emerald Holding Inc.,United States,2017,210874,Miscellaneous,Business Services
EFC,Ellington Financial Inc.,United States,2010,299385,Finance,Real Estate
EFX,Equifax Inc.,United States,NA,612936,Finance,Finance: Consumer Services
EGHT,8x8 Inc,United States,NA,744487,Technology,EDP Services
EGP,EastGroup Properties Inc.,United States,NA,157486,Consumer Services,Real Estate Investment Trusts
EGY,VAALCO Energy Inc. ,United States,NA,131952,Energy,Oil & Gas Production
EHC,Encompass Health Corporation,United States,NA,465280,Health Care,Hospital/Nursing Management
EIG,Employers Holdings Inc,United States,2007,178369,Finance,Property-Casualty Insurers
EIX,Edison International,United States,NA,1340495,Public Utilities,Electric Utilities: Central
EL,Estee Lauder Companies Inc. (The),United States,1995,905560,Consumer Non-Durables,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated,United States,2018,3075429,Health Care,Major Pharmaceuticals
ELF,e.l.f. Beauty Inc.,United States,2016,410387,Consumer Non-Durables,Package Goods/Cosmetics
ELP,Companhia Paranaense de Energia (COPEL),Brazil,NA,12871917,Public Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc.,United States,NA,626377,Consumer Services,Real Estate Investment Trusts
ELVT,Elevate Credit Inc.,United States,2017,336862,Finance,Finance: Consumer Services
ELY,Callaway Golf Company,United States,1992,953758,Consumer Non-Durables,Recreational Products/Toys
EME,EMCOR Group Inc.,United States,NA,230747,Capital Goods,Engineering & Construction
EMN,Eastman Chemical Company,United States,NA,682158,Basic Industries,Major Chemicals
EMR,Emerson Electric Company,United States,NA,2847356,Energy,Consumer Electronics/Appliances
ENB,Enbridge Inc,Canada,NA,2204187,Energy,Natural Gas Distribution
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of),NA,2016,210025,Public Utilities,Electric Utilities: Central
ENPC,Executive Network Partnering Corporation Class A,NA,2020,10918,Finance,Business Services
ENR,Energizer Holdings Inc.,United States,2015,226613,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys,United States,2004,136980,Miscellaneous,Industrial Machinery/Components
ENV,Envestnet Inc,United States,2010,237483,Miscellaneous,Business Services
ENVA,Enova International Inc.,United States,2014,203947,Finance,Finance: Consumer Services
ENZ,Enzo Biochem Inc. ($0.01 Par Value),United States,NA,311813,Health Care,Medical Specialities
EOG,EOG Resources Inc.,United States,NA,3552336,Energy,Oil & Gas Production
EPAC,Enerpac Tool Group Corp.,United States,NA,242497,Technology,Industrial Machinery/Components
EPAM,EPAM Systems Inc.,United States,2012,139235,Technology,EDP Services
EPC,Edgewell Personal Care Company,NA,NA,333063,Consumer Non-Durables,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P.,United States,NA,5413869,Public Utilities,Natural Gas Distribution
EPR,EPR Properties,United States,1997,839312,Consumer Services,Real Estate Investment Trusts
EPRT,Essential Properties Realty Trust Inc.,United States,2018,656836,Consumer Services,Real Estate Investment Trusts
EPWR,Empowerment & Inclusion Capital I Corp. Class A,NA,2021,60678,Finance,Business Services
EQD,Equity Distribution Acquisition Corp. Class A,United States,2020,121558,Finance,Business Services
EQH,Equitable Holdings Inc.,United States,2018,1500866,Finance,Specialty Insurers
EQHA,EQ Health Acquisition Corp. Class A,NA,2021,1798,Finance,Business Services
EQT,EQT Corporation,United States,NA,3953921,Energy,Oil & Gas Production
ERF,Enerplus Corporation,Canada,NA,1380931,Energy,Oil & Gas Production
ERJ,Embraer S.A.,Brazil,2000,4273609,Capital Goods,Aerospace
ES,Eversource Energy (D/B/A),United States,NA,912530,Public Utilities,Electric Utilities: Central
ESE,ESCO Technologies Inc.,United States,NA,71443,Capital Goods,Telecommunications Equipment
ESI,Element Solutions Inc.,United States,2014,1794278,Basic Industries,Major Chemicals
ESRT,Empire State Realty Trust Inc. Class A,United States,2013,1276832,Consumer Services,Real Estate Investment Trusts
ESS,Essex Property Trust Inc.,United States,1994,403219,Consumer Services,Real Estate Investment Trusts
ESTE,Earthstone Energy Inc. Class A,United States,NA,418670,Energy,Oil & Gas Production
ETH,Ethan Allen Interiors Inc.,United States,1993,376302,Consumer Durables,Home Furnishings
ETM,Entercom Communications Corp.,United States,1999,845982,Consumer Services,Broadcasting
ETR,Entergy Corporation,United States,NA,1690908,Public Utilities,Electric Utilities: Central
ETRN,Equitrans Midstream Corporation,NA,2018,3564336,Public Utilities,Natural Gas Distribution
ETWO,E2open Parent Holdings Inc.Class A,NA,2020,1079293,Technology,EDP Services
EVC,Entravision Communications Corporation,United States,2000,305659,Consumer Services,Broadcasting
EVH,Evolent Health Inc Class A,United States,2015,315950,Consumer Services,Other Consumer Services
EVR,Evercore Inc. Class A,United States,2006,358095,Finance,Investment Managers
EVRG,Evergy Inc.,NA,2018,2033065,Public Utilities,Power Generation
EVRI,Everi Holdings Inc.,United States,NA,928420,Consumer Services,Services-Misc. Amusement & Recreation
EVTC,Evertec Inc.,Puerto Rico,2013,321209,Technology,EDP Services
EW,Edwards Lifesciences Corporation,United States,NA,2549097,Health Care,Industrial Specialties
EXP,Eagle Materials Inc,United States,NA,252176,Capital Goods,Building Materials
EXPR,Express Inc.,United States,2010,5150109,Consumer Services,Clothing/Shoe/Accessory Stores
